id,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,clave_partido
30100,2006-06-27,Spain,France,1,3,FIFA World Cup,Hanover,Germany,True,2006-06-27_Spain_France
30102,2006-06-30,Germany,Argentina,1,1,FIFA World Cup,Berlin,Germany,False,2006-06-30_Germany_Argentina
30103,2006-06-30,Italy,Ukraine,3,0,FIFA World Cup,Hamburg,Germany,True,2006-06-30_Italy_Ukraine
30105,2006-07-01,Brazil,France,0,1,FIFA World Cup,Frankfurt,Germany,True,2006-07-01_Brazil_France
30106,2006-07-01,England,Portugal,0,0,FIFA World Cup,Gelsenkirchen,Germany,True,2006-07-01_England_Portugal
30108,2006-07-04,Germany,Italy,0,2,FIFA World Cup,Dortmund,Germany,False,2006-07-04_Germany_Italy
30110,2006-07-05,Portugal,France,0,1,FIFA World Cup,Munich,Germany,True,2006-07-05_Portugal_France
30112,2006-07-08,Germany,Portugal,3,1,FIFA World Cup,Stuttgart,Germany,False,2006-07-08_Germany_Portugal
30114,2006-07-09,Italy,France,1,1,FIFA World Cup,Berlin,Germany,True,2006-07-09_Italy_France
33867,2010-06-11,South Africa,Mexico,1,1,FIFA World Cup,Johannesburg,South Africa,False,2010-06-11_South Africa_Mexico
33868,2010-06-11,Uruguay,France,0,0,FIFA World Cup,Cape Town,South Africa,True,2010-06-11_Uruguay_France
33869,2010-06-12,Argentina,Nigeria,1,0,FIFA World Cup,Johannesburg,South Africa,True,2010-06-12_Argentina_Nigeria
33870,2010-06-12,England,United States,1,1,FIFA World Cup,Rustenburg,South Africa,True,2010-06-12_England_United States
33871,2010-06-12,South Korea,Greece,2,0,FIFA World Cup,Port Elizabeth,South Africa,True,2010-06-12_South Korea_Greece
33872,2010-06-13,Algeria,Slovenia,0,1,FIFA World Cup,Polokwane,South Africa,True,2010-06-13_Algeria_Slovenia
33873,2010-06-13,Germany,Australia,4,0,FIFA World Cup,Durban,South Africa,True,2010-06-13_Germany_Australia
33874,2010-06-13,Serbia,Ghana,0,1,FIFA World Cup,Pretoria,South Africa,True,2010-06-13_Serbia_Ghana
33875,2010-06-14,Italy,Paraguay,1,1,FIFA World Cup,Cape Town,South Africa,True,2010-06-14_Italy_Paraguay
33876,2010-06-14,Japan,Cameroon,1,0,FIFA World Cup,Bloemfontein,South Africa,True,2010-06-14_Japan_Cameroon
33877,2010-06-14,Netherlands,Denmark,2,0,FIFA World Cup,Johannesburg,South Africa,True,2010-06-14_Netherlands_Denmark
33878,2010-06-15,Brazil,North Korea,2,1,FIFA World Cup,Johannesburg,South Africa,True,2010-06-15_Brazil_North Korea
33879,2010-06-15,Ivory Coast,Portugal,0,0,FIFA World Cup,Port Elizabeth,South Africa,True,2010-06-15_Ivory Coast_Portugal
33880,2010-06-15,New Zealand,Slovakia,1,1,FIFA World Cup,Rustenburg,South Africa,True,2010-06-15_New Zealand_Slovakia
33881,2010-06-16,Honduras,Chile,0,1,FIFA World Cup,Nelspruit,South Africa,True,2010-06-16_Honduras_Chile
33882,2010-06-16,South Africa,Uruguay,0,3,FIFA World Cup,Pretoria,South Africa,False,2010-06-16_South Africa_Uruguay
33883,2010-06-16,Spain,Switzerland,0,1,FIFA World Cup,Durban,South Africa,True,2010-06-16_Spain_Switzerland
33884,2010-06-17,Argentina,South Korea,4,1,FIFA World Cup,Johannesburg,South Africa,True,2010-06-17_Argentina_South Korea
33885,2010-06-17,France,Mexico,0,2,FIFA World Cup,Polokwane,South Africa,True,2010-06-17_France_Mexico
33886,2010-06-17,Greece,Nigeria,2,1,FIFA World Cup,Bloemfontein,South Africa,True,2010-06-17_Greece_Nigeria
33887,2010-06-18,England,Algeria,0,0,FIFA World Cup,Cape Town,South Africa,True,2010-06-18_England_Algeria
33888,2010-06-18,Germany,Serbia,0,1,FIFA World Cup,Port Elizabeth,South Africa,True,2010-06-18_Germany_Serbia
33890,2010-06-18,Slovenia,United States,2,2,FIFA World Cup,Johannesburg,South Africa,True,2010-06-18_Slovenia_United States
33891,2010-06-19,Cameroon,Denmark,1,2,FIFA World Cup,Pretoria,South Africa,True,2010-06-19_Cameroon_Denmark
33893,2010-06-19,Ghana,Australia,1,1,FIFA World Cup,Rustenburg,South Africa,True,2010-06-19_Ghana_Australia
33894,2010-06-19,Netherlands,Japan,1,0,FIFA World Cup,Durban,South Africa,True,2010-06-19_Netherlands_Japan
33897,2010-06-20,Brazil,Ivory Coast,3,1,FIFA World Cup,Johannesburg,South Africa,True,2010-06-20_Brazil_Ivory Coast
33898,2010-06-20,Italy,New Zealand,1,1,FIFA World Cup,Nelspruit,South Africa,True,2010-06-20_Italy_New Zealand
33900,2010-06-20,Slovakia,Paraguay,0,2,FIFA World Cup,Bloemfontein,South Africa,True,2010-06-20_Slovakia_Paraguay
33902,2010-06-21,Chile,Switzerland,1,0,FIFA World Cup,Port Elizabeth,South Africa,True,2010-06-21_Chile_Switzerland
33903,2010-06-21,Portugal,North Korea,7,0,FIFA World Cup,Cape Town,South Africa,True,2010-06-21_Portugal_North Korea
33904,2010-06-21,Spain,Honduras,2,0,FIFA World Cup,Johannesburg,South Africa,True,2010-06-21_Spain_Honduras
33905,2010-06-22,Greece,Argentina,0,2,FIFA World Cup,Polokwane,South Africa,True,2010-06-22_Greece_Argentina
33906,2010-06-22,Mexico,Uruguay,0,1,FIFA World Cup,Rustenburg,South Africa,True,2010-06-22_Mexico_Uruguay
33907,2010-06-22,Nigeria,South Korea,2,2,FIFA World Cup,Durban,South Africa,True,2010-06-22_Nigeria_South Korea
33908,2010-06-22,South Africa,France,2,1,FIFA World Cup,Bloemfontein,South Africa,False,2010-06-22_South Africa_France
33909,2010-06-23,Australia,Serbia,2,1,FIFA World Cup,Nelspruit,South Africa,True,2010-06-23_Australia_Serbia
33910,2010-06-23,Ghana,Germany,0,1,FIFA World Cup,Johannesburg,South Africa,True,2010-06-23_Ghana_Germany
33911,2010-06-23,Slovenia,England,0,1,FIFA World Cup,Port Elizabeth,South Africa,True,2010-06-23_Slovenia_England
33912,2010-06-23,United States,Algeria,1,0,FIFA World Cup,Pretoria,South Africa,True,2010-06-23_United States_Algeria
33913,2010-06-24,Cameroon,Netherlands,1,2,FIFA World Cup,Cape Town,South Africa,True,2010-06-24_Cameroon_Netherlands
33914,2010-06-24,Denmark,Japan,1,3,FIFA World Cup,Rustenburg,South Africa,True,2010-06-24_Denmark_Japan
33915,2010-06-24,Paraguay,New Zealand,0,0,FIFA World Cup,Polokwane,South Africa,True,2010-06-24_Paraguay_New Zealand
33916,2010-06-24,Slovakia,Italy,3,2,FIFA World Cup,Johannesburg,South Africa,True,2010-06-24_Slovakia_Italy
33917,2010-06-25,Chile,Spain,1,2,FIFA World Cup,Pretoria,South Africa,True,2010-06-25_Chile_Spain
33918,2010-06-25,North Korea,Ivory Coast,0,3,FIFA World Cup,Nelspruit,South Africa,True,2010-06-25_North Korea_Ivory Coast
33919,2010-06-25,Portugal,Brazil,0,0,FIFA World Cup,Durban,South Africa,True,2010-06-25_Portugal_Brazil
33920,2010-06-25,Switzerland,Honduras,0,0,FIFA World Cup,Bloemfontein,South Africa,True,2010-06-25_Switzerland_Honduras
33922,2010-06-26,Uruguay,South Korea,2,1,FIFA World Cup,Port Elizabeth,South Africa,True,2010-06-26_Uruguay_South Korea
33923,2010-06-26,United States,Ghana,1,2,FIFA World Cup,Rustenburg,South Africa,True,2010-06-26_United States_Ghana
33924,2010-06-27,Argentina,Mexico,3,1,FIFA World Cup,Johannesburg,South Africa,True,2010-06-27_Argentina_Mexico
33925,2010-06-27,Germany,England,4,1,FIFA World Cup,Bloemfontein,South Africa,True,2010-06-27_Germany_England
33926,2010-06-28,Brazil,Chile,3,0,FIFA World Cup,Johannesburg,South Africa,True,2010-06-28_Brazil_Chile
33927,2010-06-28,Netherlands,Slovakia,2,1,FIFA World Cup,Durban,South Africa,True,2010-06-28_Netherlands_Slovakia
33928,2010-06-29,Paraguay,Japan,0,0,FIFA World Cup,Pretoria,South Africa,True,2010-06-29_Paraguay_Japan
33929,2010-06-29,Spain,Portugal,1,0,FIFA World Cup,Cape Town,South Africa,True,2010-06-29_Spain_Portugal
33932,2010-07-02,Netherlands,Brazil,2,1,FIFA World Cup,Port Elizabeth,South Africa,True,2010-07-02_Netherlands_Brazil
33933,2010-07-02,Uruguay,Ghana,1,1,FIFA World Cup,Johannesburg,South Africa,True,2010-07-02_Uruguay_Ghana
33934,2010-07-03,Argentina,Germany,0,4,FIFA World Cup,Cape Town,South Africa,True,2010-07-03_Argentina_Germany
33935,2010-07-03,Paraguay,Spain,0,1,FIFA World Cup,Johannesburg,South Africa,True,2010-07-03_Paraguay_Spain
33937,2010-07-06,Uruguay,Netherlands,2,3,FIFA World Cup,Cape Town,South Africa,True,2010-07-06_Uruguay_Netherlands
33938,2010-07-07,Germany,Spain,0,1,FIFA World Cup,Durban,South Africa,True,2010-07-07_Germany_Spain
33941,2010-07-10,Uruguay,Germany,2,3,FIFA World Cup,Port Elizabeth,South Africa,True,2010-07-10_Uruguay_Germany
33942,2010-07-11,Netherlands,Spain,0,1,FIFA World Cup,Johannesburg,South Africa,True,2010-07-11_Netherlands_Spain
37864,2014-06-12,Brazil,Croatia,3,1,FIFA World Cup,São Paulo,Brazil,False,2014-06-12_Brazil_Croatia
37865,2014-06-13,Chile,Australia,3,1,FIFA World Cup,Cuiabá,Brazil,True,2014-06-13_Chile_Australia
37866,2014-06-13,Mexico,Cameroon,1,0,FIFA World Cup,Natal,Brazil,True,2014-06-13_Mexico_Cameroon
37867,2014-06-13,Spain,Netherlands,1,5,FIFA World Cup,Salvador,Brazil,True,2014-06-13_Spain_Netherlands
37868,2014-06-14,Colombia,Greece,3,0,FIFA World Cup,Belo Horizonte,Brazil,True,2014-06-14_Colombia_Greece
37869,2014-06-14,England,Italy,1,2,FIFA World Cup,Manaus,Brazil,True,2014-06-14_England_Italy
37870,2014-06-14,Ivory Coast,Japan,2,1,FIFA World Cup,Recife,Brazil,True,2014-06-14_Ivory Coast_Japan
37871,2014-06-14,Uruguay,Costa Rica,1,3,FIFA World Cup,Fortaleza,Brazil,True,2014-06-14_Uruguay_Costa Rica
37872,2014-06-15,Argentina,Bosnia and Herzegovina,2,1,FIFA World Cup,Rio de Janeiro,Brazil,True,2014-06-15_Argentina_Bosnia and Herzegovina
37873,2014-06-15,France,Honduras,3,0,FIFA World Cup,Porto Alegre,Brazil,True,2014-06-15_France_Honduras
37874,2014-06-15,Switzerland,Ecuador,2,1,FIFA World Cup,Brasília,Brazil,True,2014-06-15_Switzerland_Ecuador
37875,2014-06-16,Germany,Portugal,4,0,FIFA World Cup,Salvador,Brazil,True,2014-06-16_Germany_Portugal
37876,2014-06-16,Ghana,United States,1,2,FIFA World Cup,Natal,Brazil,True,2014-06-16_Ghana_United States
37877,2014-06-16,Iran,Nigeria,0,0,FIFA World Cup,Curitiba,Brazil,True,2014-06-16_Iran_Nigeria
37878,2014-06-17,Belgium,Algeria,2,1,FIFA World Cup,Belo Horizonte,Brazil,True,2014-06-17_Belgium_Algeria
37879,2014-06-17,Brazil,Mexico,0,0,FIFA World Cup,Fortaleza,Brazil,False,2014-06-17_Brazil_Mexico
37880,2014-06-17,Russia,South Korea,1,1,FIFA World Cup,Cuiabá,Brazil,True,2014-06-17_Russia_South Korea
37881,2014-06-18,Australia,Netherlands,2,3,FIFA World Cup,Curitiba,Brazil,True,2014-06-18_Australia_Netherlands
37882,2014-06-18,Cameroon,Croatia,0,4,FIFA World Cup,Manaus,Brazil,True,2014-06-18_Cameroon_Croatia
37884,2014-06-18,Spain,Chile,0,2,FIFA World Cup,Rio de Janeiro,Brazil,True,2014-06-18_Spain_Chile
37885,2014-06-19,Colombia,Ivory Coast,2,1,FIFA World Cup,Brasília,Brazil,True,2014-06-19_Colombia_Ivory Coast
37886,2014-06-19,Japan,Greece,0,0,FIFA World Cup,Natal,Brazil,True,2014-06-19_Japan_Greece
37887,2014-06-19,Uruguay,England,2,1,FIFA World Cup,São Paulo,Brazil,True,2014-06-19_Uruguay_England
37888,2014-06-20,Honduras,Ecuador,1,2,FIFA World Cup,Curitiba,Brazil,True,2014-06-20_Honduras_Ecuador
37889,2014-06-20,Italy,Costa Rica,0,1,FIFA World Cup,Recife,Brazil,True,2014-06-20_Italy_Costa Rica
37890,2014-06-20,Switzerland,France,2,5,FIFA World Cup,Salvador,Brazil,True,2014-06-20_Switzerland_France
37891,2014-06-21,Argentina,Iran,1,0,FIFA World Cup,Belo Horizonte,Brazil,True,2014-06-21_Argentina_Iran
37892,2014-06-21,Germany,Ghana,2,2,FIFA World Cup,Fortaleza,Brazil,True,2014-06-21_Germany_Ghana
37894,2014-06-21,Nigeria,Bosnia and Herzegovina,1,0,FIFA World Cup,Cuiabá,Brazil,True,2014-06-21_Nigeria_Bosnia and Herzegovina
37895,2014-06-22,Belgium,Russia,1,0,FIFA World Cup,Rio de Janeiro,Brazil,True,2014-06-22_Belgium_Russia
37897,2014-06-22,South Korea,Algeria,2,4,FIFA World Cup,Porto Alegre,Brazil,True,2014-06-22_South Korea_Algeria
37898,2014-06-22,United States,Portugal,2,2,FIFA World Cup,Manaus,Brazil,True,2014-06-22_United States_Portugal
37899,2014-06-23,Australia,Spain,0,3,FIFA World Cup,Curitiba,Brazil,True,2014-06-23_Australia_Spain
37900,2014-06-23,Brazil,Cameroon,4,1,FIFA World Cup,Brasília,Brazil,False,2014-06-23_Brazil_Cameroon
37901,2014-06-23,Croatia,Mexico,1,3,FIFA World Cup,Recife,Brazil,True,2014-06-23_Croatia_Mexico
37902,2014-06-23,Netherlands,Chile,2,0,FIFA World Cup,São Paulo,Brazil,True,2014-06-23_Netherlands_Chile
37903,2014-06-24,Costa Rica,England,0,0,FIFA World Cup,Belo Horizonte,Brazil,True,2014-06-24_Costa Rica_England
37904,2014-06-24,Greece,Ivory Coast,2,1,FIFA World Cup,Fortaleza,Brazil,True,2014-06-24_Greece_Ivory Coast
37905,2014-06-24,Italy,Uruguay,0,1,FIFA World Cup,Natal,Brazil,True,2014-06-24_Italy_Uruguay
37906,2014-06-24,Japan,Colombia,1,4,FIFA World Cup,Cuiabá,Brazil,True,2014-06-24_Japan_Colombia
37907,2014-06-25,Bosnia and Herzegovina,Iran,3,1,FIFA World Cup,Salvador,Brazil,True,2014-06-25_Bosnia and Herzegovina_Iran
37908,2014-06-25,Ecuador,France,0,0,FIFA World Cup,Rio de Janeiro,Brazil,True,2014-06-25_Ecuador_France
37909,2014-06-25,Honduras,Switzerland,0,3,FIFA World Cup,Manaus,Brazil,True,2014-06-25_Honduras_Switzerland
37911,2014-06-25,Nigeria,Argentina,2,3,FIFA World Cup,Porto Alegre,Brazil,True,2014-06-25_Nigeria_Argentina
37912,2014-06-26,Algeria,Russia,1,1,FIFA World Cup,Curitiba,Brazil,True,2014-06-26_Algeria_Russia
37913,2014-06-26,South Korea,Belgium,0,1,FIFA World Cup,São Paulo,Brazil,True,2014-06-26_South Korea_Belgium
37914,2014-06-26,Portugal,Ghana,2,1,FIFA World Cup,Brasília,Brazil,True,2014-06-26_Portugal_Ghana
37915,2014-06-26,United States,Germany,0,1,FIFA World Cup,Recife,Brazil,True,2014-06-26_United States_Germany
37916,2014-06-28,Brazil,Chile,1,1,FIFA World Cup,Belo Horizonte,Brazil,False,2014-06-28_Brazil_Chile
37917,2014-06-28,Colombia,Uruguay,2,0,FIFA World Cup,Rio de Janeiro,Brazil,True,2014-06-28_Colombia_Uruguay
37919,2014-06-29,Costa Rica,Greece,1,1,FIFA World Cup,Recife,Brazil,True,2014-06-29_Costa Rica_Greece
37920,2014-06-29,Netherlands,Mexico,2,1,FIFA World Cup,Fortaleza,Brazil,True,2014-06-29_Netherlands_Mexico
37921,2014-06-30,France,Nigeria,2,0,FIFA World Cup,Brasília,Brazil,True,2014-06-30_France_Nigeria
37922,2014-06-30,Germany,Algeria,2,1,FIFA World Cup,Porto Alegre,Brazil,True,2014-06-30_Germany_Algeria
37923,2014-07-01,Argentina,Switzerland,1,0,FIFA World Cup,São Paulo,Brazil,True,2014-07-01_Argentina_Switzerland
37924,2014-07-01,Belgium,United States,2,1,FIFA World Cup,Salvador,Brazil,True,2014-07-01_Belgium_United States
37926,2014-07-04,Brazil,Colombia,2,1,FIFA World Cup,Fortaleza,Brazil,False,2014-07-04_Brazil_Colombia
37927,2014-07-04,France,Germany,0,1,FIFA World Cup,Rio de Janeiro,Brazil,True,2014-07-04_France_Germany
37928,2014-07-05,Argentina,Belgium,1,0,FIFA World Cup,Brasília,Brazil,True,2014-07-05_Argentina_Belgium
37929,2014-07-05,Netherlands,Costa Rica,0,0,FIFA World Cup,Salvador,Brazil,True,2014-07-05_Netherlands_Costa Rica
37931,2014-07-08,Brazil,Germany,1,7,FIFA World Cup,Belo Horizonte,Brazil,False,2014-07-08_Brazil_Germany
37932,2014-07-09,Netherlands,Argentina,0,0,FIFA World Cup,São Paulo,Brazil,True,2014-07-09_Netherlands_Argentina
37934,2014-07-12,Brazil,Netherlands,0,3,FIFA World Cup,Brasília,Brazil,False,2014-07-12_Brazil_Netherlands
37936,2014-07-13,Germany,Argentina,1,0,FIFA World Cup,Rio de Janeiro,Brazil,True,2014-07-13_Germany_Argentina
41642,2018-06-14,Russia,Saudi Arabia,5,0,FIFA World Cup,Moscow,Russia,False,2018-06-14_Russia_Saudi Arabia
41643,2018-06-15,Egypt,Uruguay,0,1,FIFA World Cup,Ekaterinburg,Russia,True,2018-06-15_Egypt_Uruguay
41644,2018-06-15,Morocco,Iran,0,1,FIFA World Cup,Saint Petersburg,Russia,True,2018-06-15_Morocco_Iran
41645,2018-06-15,Portugal,Spain,3,3,FIFA World Cup,Sochi,Russia,True,2018-06-15_Portugal_Spain
41646,2018-06-16,France,Australia,2,1,FIFA World Cup,Kazan,Russia,True,2018-06-16_France_Australia
41647,2018-06-16,Argentina,Iceland,1,1,FIFA World Cup,Moscow,Russia,True,2018-06-16_Argentina_Iceland
41648,2018-06-16,Peru,Denmark,0,1,FIFA World Cup,Saransk,Russia,True,2018-06-16_Peru_Denmark
41649,2018-06-16,Croatia,Nigeria,2,0,FIFA World Cup,Kaliningrad,Russia,True,2018-06-16_Croatia_Nigeria
41650,2018-06-17,Costa Rica,Serbia,0,1,FIFA World Cup,Samara,Russia,True,2018-06-17_Costa Rica_Serbia
41651,2018-06-17,Germany,Mexico,0,1,FIFA World Cup,Moscow,Russia,True,2018-06-17_Germany_Mexico
41652,2018-06-17,Brazil,Switzerland,1,1,FIFA World Cup,Rostov-on-Don,Russia,True,2018-06-17_Brazil_Switzerland
41653,2018-06-18,Sweden,South Korea,1,0,FIFA World Cup,Nizhny Novgorod,Russia,True,2018-06-18_Sweden_South Korea
41654,2018-06-18,Belgium,Panama,3,0,FIFA World Cup,Sochi,Russia,True,2018-06-18_Belgium_Panama
41655,2018-06-18,Tunisia,England,1,2,FIFA World Cup,Volgograd,Russia,True,2018-06-18_Tunisia_England
41656,2018-06-19,Colombia,Japan,1,2,FIFA World Cup,Saransk,Russia,True,2018-06-19_Colombia_Japan
41657,2018-06-19,Poland,Senegal,1,2,FIFA World Cup,Moscow,Russia,True,2018-06-19_Poland_Senegal
41658,2018-06-19,Russia,Egypt,3,1,FIFA World Cup,Saint Petersburg,Russia,False,2018-06-19_Russia_Egypt
41659,2018-06-20,Portugal,Morocco,1,0,FIFA World Cup,Moscow,Russia,True,2018-06-20_Portugal_Morocco
41660,2018-06-20,Uruguay,Saudi Arabia,1,0,FIFA World Cup,Rostov-on-Don,Russia,True,2018-06-20_Uruguay_Saudi Arabia
41661,2018-06-20,Iran,Spain,0,1,FIFA World Cup,Kazan,Russia,True,2018-06-20_Iran_Spain
41662,2018-06-21,Denmark,Australia,1,1,FIFA World Cup,Samara,Russia,True,2018-06-21_Denmark_Australia
41663,2018-06-21,France,Peru,1,0,FIFA World Cup,Ekaterinburg,Russia,True,2018-06-21_France_Peru
41664,2018-06-21,Argentina,Croatia,0,3,FIFA World Cup,Nizhny Novgorod,Russia,True,2018-06-21_Argentina_Croatia
41665,2018-06-22,Brazil,Costa Rica,2,0,FIFA World Cup,Saint Petersburg,Russia,True,2018-06-22_Brazil_Costa Rica
41666,2018-06-22,Nigeria,Iceland,2,0,FIFA World Cup,Volgograd,Russia,True,2018-06-22_Nigeria_Iceland
41667,2018-06-22,Serbia,Switzerland,1,2,FIFA World Cup,Kaliningrad,Russia,True,2018-06-22_Serbia_Switzerland
41668,2018-06-23,Belgium,Tunisia,5,2,FIFA World Cup,Moscow,Russia,True,2018-06-23_Belgium_Tunisia
41669,2018-06-23,South Korea,Mexico,1,2,FIFA World Cup,Rostov-on-Don,Russia,True,2018-06-23_South Korea_Mexico
41670,2018-06-23,Germany,Sweden,2,1,FIFA World Cup,Sochi,Russia,True,2018-06-23_Germany_Sweden
41671,2018-06-24,England,Panama,6,1,FIFA World Cup,Nizhny Novgorod,Russia,True,2018-06-24_England_Panama
41672,2018-06-24,Japan,Senegal,2,2,FIFA World Cup,Ekaterinburg,Russia,True,2018-06-24_Japan_Senegal
41673,2018-06-24,Poland,Colombia,0,3,FIFA World Cup,Kazan,Russia,True,2018-06-24_Poland_Colombia
41674,2018-06-25,Russia,Uruguay,0,3,FIFA World Cup,Samara,Russia,False,2018-06-25_Russia_Uruguay
41675,2018-06-25,Saudi Arabia,Egypt,2,1,FIFA World Cup,Volgograd,Russia,True,2018-06-25_Saudi Arabia_Egypt
41676,2018-06-25,Spain,Morocco,2,2,FIFA World Cup,Kaliningrad,Russia,True,2018-06-25_Spain_Morocco
41677,2018-06-25,Iran,Portugal,1,1,FIFA World Cup,Saransk,Russia,True,2018-06-25_Iran_Portugal
41678,2018-06-26,Australia,Peru,0,2,FIFA World Cup,Sochi,Russia,True,2018-06-26_Australia_Peru
41679,2018-06-26,Denmark,France,0,0,FIFA World Cup,Moscow,Russia,True,2018-06-26_Denmark_France
41680,2018-06-26,Nigeria,Argentina,1,2,FIFA World Cup,Saint Petersburg,Russia,True,2018-06-26_Nigeria_Argentina
41681,2018-06-26,Iceland,Croatia,1,2,FIFA World Cup,Rostov-on-Don,Russia,True,2018-06-26_Iceland_Croatia
41682,2018-06-27,South Korea,Germany,2,0,FIFA World Cup,Kazan,Russia,True,2018-06-27_South Korea_Germany
41683,2018-06-27,Mexico,Sweden,0,3,FIFA World Cup,Ekaterinburg,Russia,True,2018-06-27_Mexico_Sweden
41684,2018-06-27,Serbia,Brazil,0,2,FIFA World Cup,Moscow,Russia,True,2018-06-27_Serbia_Brazil
41685,2018-06-27,Switzerland,Costa Rica,2,2,FIFA World Cup,Nizhny Novgorod,Russia,True,2018-06-27_Switzerland_Costa Rica
41686,2018-06-28,Japan,Poland,0,1,FIFA World Cup,Volgograd,Russia,True,2018-06-28_Japan_Poland
41687,2018-06-28,Senegal,Colombia,0,1,FIFA World Cup,Samara,Russia,True,2018-06-28_Senegal_Colombia
41688,2018-06-28,Panama,Tunisia,1,2,FIFA World Cup,Saransk,Russia,True,2018-06-28_Panama_Tunisia
41689,2018-06-28,England,Belgium,0,1,FIFA World Cup,Kaliningrad,Russia,True,2018-06-28_England_Belgium
41690,2018-06-30,France,Argentina,4,3,FIFA World Cup,Kazan,Russia,True,2018-06-30_France_Argentina
41691,2018-06-30,Uruguay,Portugal,2,1,FIFA World Cup,Sochi,Russia,True,2018-06-30_Uruguay_Portugal
41692,2018-07-01,Russia,Spain,1,1,FIFA World Cup,Moscow,Russia,False,2018-07-01_Russia_Spain
41693,2018-07-01,Croatia,Denmark,1,1,FIFA World Cup,Nizhny Novgorod,Russia,True,2018-07-01_Croatia_Denmark
41694,2018-07-02,Brazil,Mexico,2,0,FIFA World Cup,Samara,Russia,True,2018-07-02_Brazil_Mexico
41695,2018-07-02,Belgium,Japan,3,2,FIFA World Cup,Rostov-on-Don,Russia,True,2018-07-02_Belgium_Japan
41696,2018-07-03,Sweden,Switzerland,1,0,FIFA World Cup,Saint Petersburg,Russia,True,2018-07-03_Sweden_Switzerland
41697,2018-07-03,Colombia,England,1,1,FIFA World Cup,Moscow,Russia,True,2018-07-03_Colombia_England
41699,2018-07-06,Uruguay,France,0,2,FIFA World Cup,Nizhny Novgorod,Russia,True,2018-07-06_Uruguay_France
41700,2018-07-06,Brazil,Belgium,1,2,FIFA World Cup,Kazan,Russia,True,2018-07-06_Brazil_Belgium
41701,2018-07-07,Sweden,England,0,2,FIFA World Cup,Samara,Russia,True,2018-07-07_Sweden_England
41702,2018-07-07,Russia,Croatia,2,2,FIFA World Cup,Sochi,Russia,False,2018-07-07_Russia_Croatia
41703,2018-07-10,France,Belgium,1,0,FIFA World Cup,Saint Petersburg,Russia,True,2018-07-10_France_Belgium
41704,2018-07-11,Croatia,England,2,1,FIFA World Cup,Moscow,Russia,True,2018-07-11_Croatia_England
41705,2018-07-14,Belgium,England,2,0,FIFA World Cup,Saint Petersburg,Russia,True,2018-07-14_Belgium_England
41706,2018-07-15,France,Croatia,4,2,FIFA World Cup,Moscow,Russia,True,2018-07-15_France_Croatia
45720,2022-11-20,Qatar,Ecuador,0,2,FIFA World Cup,Al Khor,Qatar,False,2022-11-20_Qatar_Ecuador
45721,2022-11-21,Senegal,Netherlands,0,2,FIFA World Cup,Doha,Qatar,True,2022-11-21_Senegal_Netherlands
45722,2022-11-21,England,Iran,6,2,FIFA World Cup,Al Rayyan,Qatar,True,2022-11-21_England_Iran
45723,2022-11-21,United States,Wales,1,1,FIFA World Cup,Al Rayyan,Qatar,True,2022-11-21_United States_Wales
45724,2022-11-22,Argentina,Saudi Arabia,1,2,FIFA World Cup,Lusail,Qatar,True,2022-11-22_Argentina_Saudi Arabia
45725,2022-11-22,Mexico,Poland,0,0,FIFA World Cup,Doha,Qatar,True,2022-11-22_Mexico_Poland
45726,2022-11-22,Denmark,Tunisia,0,0,FIFA World Cup,Al Rayyan,Qatar,True,2022-11-22_Denmark_Tunisia
45727,2022-11-22,France,Australia,4,1,FIFA World Cup,Al Wakrah,Qatar,True,2022-11-22_France_Australia
45728,2022-11-23,Germany,Japan,1,2,FIFA World Cup,Al Rayyan,Qatar,True,2022-11-23_Germany_Japan
45729,2022-11-23,Spain,Costa Rica,7,0,FIFA World Cup,Doha,Qatar,True,2022-11-23_Spain_Costa Rica
45730,2022-11-23,Morocco,Croatia,0,0,FIFA World Cup,Al Khor,Qatar,True,2022-11-23_Morocco_Croatia
45731,2022-11-23,Belgium,Canada,1,0,FIFA World Cup,Al Rayyan,Qatar,True,2022-11-23_Belgium_Canada
45732,2022-11-24,Switzerland,Cameroon,1,0,FIFA World Cup,Al Wakrah,Qatar,True,2022-11-24_Switzerland_Cameroon
45733,2022-11-24,Brazil,Serbia,2,0,FIFA World Cup,Lusail,Qatar,True,2022-11-24_Brazil_Serbia
45734,2022-11-24,Uruguay,South Korea,0,0,FIFA World Cup,Al Rayyan,Qatar,True,2022-11-24_Uruguay_South Korea
45735,2022-11-24,Portugal,Ghana,3,2,FIFA World Cup,Doha,Qatar,True,2022-11-24_Portugal_Ghana
45736,2022-11-25,Qatar,Senegal,1,3,FIFA World Cup,Doha,Qatar,False,2022-11-25_Qatar_Senegal
45737,2022-11-25,Netherlands,Ecuador,1,1,FIFA World Cup,Al Rayyan,Qatar,True,2022-11-25_Netherlands_Ecuador
45738,2022-11-25,Wales,Iran,0,2,FIFA World Cup,Al Rayyan,Qatar,True,2022-11-25_Wales_Iran
45739,2022-11-25,England,United States,0,0,FIFA World Cup,Al Khor,Qatar,True,2022-11-25_England_United States
45740,2022-11-26,Poland,Saudi Arabia,2,0,FIFA World Cup,Al Rayyan,Qatar,True,2022-11-26_Poland_Saudi Arabia
45741,2022-11-26,Argentina,Mexico,2,0,FIFA World Cup,Lusail,Qatar,True,2022-11-26_Argentina_Mexico
